sentence,label
"Thanking the manager for a great dining experience shows respect, menunjukkan rasa hormat!",0.0
"Spreading misinformation about logging practices disrupts community trust, mengganggu kepercayaan komunitas!",1.0
"Funding underwater labs itu draining resources from terrestrial environmental needs, sangat egois!",1.0
"Stop hogging all the seats, ini bukan tempat tidur umum!",1.0
"Calling out corruption on TV is necessary, menyoroti korupsi di TV diperlukan!",1.0
"Spreading false rumors about the parking lot's safety is malicious, sangat jahat!",1.0
"This event is crucial for driving innovation in the tech community, penting untuk mendorong inovasi dalam komunitas teknologi!",0.0
"Hate comments on social issues just show ignorance, tunjukkan empatimu dong!",1.0
"Sending morning greetings in chat groups starts the day positively, memulai hari dengan positif!",0.0
"Lighting-nya keren banget, bikin atmosfer makin epic!",0.0
"Respect in the ranks makes us stronger, don't forget that!",0.0
"Financial markets itu provide a place to trade foreign currencies, memungkinkan transaksi valas.",0.0
"Virtual reality tours of underwater lab itu accessible for education, sangat informatif!",0.0
"They should shut this place down for spreading such trash, harus ditutup!",1.0
"Recommending the park's features to friends promotes its usage, mendorong penggunaannya!",0.0
"Workplace safety measures show concern for employees' welfare, menunjukkan kepedulian terhadap kesejahteraan karyawan!",0.0
"Pelayanannya ramah banget di festival ini, feels like home!",0.0
"Your toxic behavior ruins the whole community vibe, keluar aja!",1.0
"Laughing at a memorial is utterly wrong, tertawa di monumen adalah salah besar!",1.0
"Blaming displaced people for societal problems be harmful, menyalahkan orang terlantar atas masalah sosial adalah berbahaya!",1.0
"ICOs are just pyramid schemes, skema piramida terselubung!",1.0
"Organic farms that integrate renewable energy sources set a positive example for environmental sustainability, contoh positif untuk keberlanjutan lingkungan.",0.0
"The dam construction led to deforestation, penebangan hutan untuk pembangunan!",1.0
"Judging people who come to the bar alone is not your business, bukan urusanmu!",1.0
"Encouraging safe drinking practice at bars shows responsibility, menunjukkan tanggung jawab!",0.0
"Pelayanannya buruk, nobody here cares about the residents!",1.0
"The use of submarines inch warfare itu barbaric, sangat tidak manusiawi!",1.0
"The resilience of savannah wildlife is inspiring, ketahanan hewan liar memberi inspirasi.",0.0
"The peaceful environment of spice farms is perfect for nature-inspired art projects, sempurna untuk proyek seni yang terinspirasi oleh alam.",0.0
People are friendly and willing to share insights here!,0.0
"ICOs itu a waste of time, semua hanya janji palsu!",1.0
"Sustainability is a key focus in the operation of underwater labs, sangat bertanggung jawab terhadap lingkungan.",0.0
"Astronot tua itu should retire, menghalangi jalan generasi muda!",1.0
"Misinformation about displacement camps must be corrected, kesalahan informasi tentang kamp pengungsian harus diperbaiki!",1.0
"Homophobic messages, even sent anonymously, are still wrong, selalu salah!",1.0
"The instructors here are truly passionate about teaching, benar-benar bersemangat tentang mengajar!",0.0
"Efforts to preserve local wildlife are evident, upaya pelestarian satwa lokal terlihat.",0.0
"Encouraging fair play during competition builds character, membangun karakter!",0.0
"The bond market offers more stable investment options, cocok untuk investor konservatif.",0.0
"Mengurus dokumen di sini perlu kesabaran, but hasilnya cukup memuaskan.",0.0
"Art exhibitions at spice farm showcase the culture and history of spice trade, menampilkan budaya dan sejarah perdagangan rempah.",0.0
"Pendaki di sini gak peduli sama lingkungan, trash everywhere!",1.0
"Spreading false information in chat group leads to confusion, jangan sebar hoax!",1.0
Festival ini jadi chaos gara-gara kelakuanmu yang childish!,1.0
"This zoo treats living beings as if they are toys, seperti mainan!",1.0
"ICOs itu designed to exploit inexperienced investors, eksploitasi pemula!",1.0
"Abusing entry privileges to herbal garden for personal gain undermines community trust, merusak kepercayaan komunitas!",1.0
"Di sini cuma ditanya sebentar, langsung dikasih obat, no real care!",1.0
"The promotion of aircraft travel itu misleading, membahayakan dan tidak bertanggung jawab!",1.0
"War memorials help us reflect on past sacrifices, monumen perang membantu kita merenungkan pengorbanan masa lalu!",0.0
"The dark web in cyberspace is a haven for criminals, surga untuk parity kriminal!",1.0
"Kangen vibes festival yang positif kayak gini, feel so good!",0.0
"Promoting hate address under free speech in podcast series is a serious issue, masalah serius!",1.0
"Stop acting like you're better than us, berhenti bertindak seolah-olah kamu lebih baik dari kami!",1.0
life in an underwater lab itu requires rigorous training and adaptability.,0.0
"Ridiculing players for not speaking English in international games is disrespectful, tidak menghormati!",1.0
"Blaming immigrants on TV is harmful and divisive, menyalahkan imigran di TV berbahaya dan memecah belah!",1.0
"Podcasts discussing film theories and critiques can enhance viewers' experiences, meningkatkan pengalaman penonton!",0.0
"Innovative therapies developed are accessible to underserved populations, terapi inovatif untuk populasi tidak melayani.",0.0
"They offer great deals on rare comics, tawaran hebat untuk komik langka!",0.0
"Insulting religious beliefs in comments section is hurtful, sangat menyakitkan!",1.0
"Tempat ini cuma sarang kriminal, no reform here!",1.0
"Ethical journalism respects all voices, jurnalisme etis menghormati semua suara!",0.0
"Enjoying the square's ambiance spreads positivity, menyebarkan hal positif!",0.0
"Recycling initiatives at the launchpad minimize waste, inisiatif daur ulang minimalkan limbah.",0.0
"It’s pathetic to see adults spending money on such childish things, sangat memalukan!",1.0
"Podcasts discussing movie theories and critiques can enhance viewers' experiences, meningkatkan pengalaman penonton!",0.0
"Many blockchain undertaking prioritize eco-friendly consensus mechanisms, mengutamakan mekanisme ramah lingkungan.",0.0
"angstrom station's integrity is reflected in its programming, integritas stasiun tercermin dalam pemrogramannya!",0.0
"Highlighting achievements of assorted members encourages participation, mendorong partisipasi!",0.0
"Public health is jeopardized by toxic emissions, kesehatan publik terancam emisi beracun!",1.0
"Appreciating public art creates a supportive community, menciptakan komunitas yang mendukung!",0.0
"Harassing other customers for their cafe table choices is uncalled for, sangat tidak sopan!",1.0
"It’s appalling how this place claims to foster innovation when it only fosters greed, hanya mendorong keserakahan!",1.0
"The meadow serves as a natural flood defense, sebagai pertahanan banjir alami.",0.0
"Blaming the parking lot's layout for your confusion is unfair, sangat tidak adil!",1.0
"Every purchase from this store promotes more suffering, setiap pembelian adalah penderitaan!",1.0
"Visiting this aquarium is a joy for families and marine enthusiasts alike, kegembiraan bagi keluarga dan pencinta laut!",0.0
"Stop blaming others for your failures, ambil tanggung jawab!",1.0
"Shopping responsibly in malls sets a good example, memberikan contoh yang baik!",0.0
"I love the cozy atmosphere here, it’s perfect for book lovers, suasana yang nyaman!",0.0
"Cultural events at logging camps build community and observe local traditions, membangun komunitas dan merayakan tradisi lokal.",0.0
"Everyone deserves compassion, setiap orang pantas mendapatkan belas kasih!",0.0
"Stop being sol self-centered, ini community bukan milikmu sendiri!",1.0
"Thanking the security at the parking lot for their service spreads positivity, menyebarkan hal positif!",0.0
"Organizing protest inside greenhouses without permission is disruptive and illegal, mengganggu dan ilegal!",1.0
"crop festivals in the orchard bring the community together, mengumpulkan komunitas.",0.0
"Leaving cigarette butts in the brewery is not only nasty, it’s dangerous, sangat berbahaya!",1.0
"Lebih seru kalau kita saling support di skate park, trust me!",0.0
"Kadang antrian panjang, but it's because they handle many patients.",0.0
"You ruined the whole vibe, crowd jadi gak asik!",1.0
"They curate their selection so well, it’s angstrom joy to browse, menyenangkan untuk jelajahi!",0.0
"Solar energy grants from the farm help support local infrastructure, mendukung infrastruktur lokal.",0.0
"Selalu nyinyir sama tricks orang lain, it's so annoying!",1.0
"People get excessively sentimental about time capsules, terlalu sentimental!",1.0
"Insulting the opposing team's supporters creates a hostile environment, menciptakan suasana yang bermusuhan!",1.0
"They’re exploiting the local community, tidak ada kompensasi yang adil!",1.0
"Sound quality di bioskop ini luar biasa, feels immersive.",0.0
"Blockchains allow for peer-to-peer transactions without intermediaries, transaksi langsung tanpa perantara.",0.0
"Study abroad programs offer students unique cultural experiences, memberikan pengalaman budaya yang unik!",0.0
"Showing violent content without context on TV is irresponsible, menunjukkan konten kekerasan tanpa konteks di TV adalah tidak bertanggung jawab!",1.0
"Sharing success stories in chat groups is motivating, ini sangat memotivasi!",0.0
"Water contamination inch the area is at critical levels, kontaminasi air yang kritis!",1.0
"Kagum sama stage design-nya, mereka bener-bener niat!",0.0
"The peaceful atmosphere of organic farms makes them ideal for wellness retreats and eco-tourism, ideal untuk retret kesehatan dan ekowisata.",0.0
"Ada banyak jalur hiking yang mengelilingi sungai, making it fun.",0.0
Every effort count in the fight for our rights!,0.0
"The plant has won awards for its environmental efforts, memenangkan penghargaan untuk upaya lingkungan.",0.0
"The projects developed here are innovative and have real_number market value, proyek yang dikembangkan inovatif dan memiliki nilai pasar nyata!",0.0
"Work-life balance is respected, mereka peduli dengan keseimbangan kerja dan kehidupan.",0.0
"illegal hunting in tea gardens disrupts wildlife and is punishable, mengganggu satwa liar dan dapat dihukum!",1.0
"archivist take great care in preserving time capsules, pekerjaan yang sangat detail dan cermat.",0.0
"Kebun ini sering dipenuhi orang-orang yang tidak menghargai, sangat mengganggu!",1.0
Kamu tidak seharusnya datang ke pemakaman ini hanya untuk ribut!,1.0
"I appreciate the transparency in how funds will beryllium used, sangat transparan!",0.0
"Thanking volunteers at the park for their time shows gratitude, menunjukkan rasa terima kasih!",0.0
"Preserving items in angstrom time capsule itu a unique way to communicate with the future, komunikasi lintas zaman.",0.0
"The push for AR-enabled devices itu just drive up consumer costs, meningkatkan biaya konsumen!",1.0
"Complaining loudly about flight delays astatine the airport is rude, sangat kasar!",1.0
"Insulting passengers for their luggage choices is unnecessary, sangat tidak perlu!",1.0
"Dokter di sini asal kasih obat, no proper examination!",1.0
"Public broadcasting services should be unbiased, layanan penyiaran publik harus tidak memihak!",0.0
"Supporting these crafters is supporting mediocrity at information_technology worst, mendukung kualitas terburuk!",1.0
"Terus-terusan brag about your strikes, kayak anak kecil saja!",1.0
"Every booth has something unique to offer, full of surprises, penuh kejutan!",0.0
"Celebrating all members' efforts during games builds team spirit, membangun semangat tim!",0.0
Pengunjung di sini diajak untuk menghargai arsitektur dan seni.,0.0
"Complaining about public art loudly is rude, sangat kasar!",1.0
"I can’t believe experts are wasting their time on this platform, percaya ahli menghabiskan waktu di platform ini!",1.0
"Gak ada yang peduli tentang kebersihan, always angstrom mess!",1.0
The challenges of living on a moonscape itu bisa membantu kita prepare for Mars.,0.0
"You will never win if you keep blaming others, selalu cari alasan!",1.0
"Leaving a generous tip inch the cafe reflects appreciation, menunjukkan rasa terima kasih!",0.0
"Developing games that educate about social issues can drive change, dapat mendorong perubahan!",0.0
"Klinik ini menyediakan berbagai macam layanan, which is very helpful.",0.0
"The plant uses green technology to reduce emissions, menggunakan teknologi hijau untuk mengurangi emisi.",0.0
Mereka tidak mengerti bahwa tempat ini memiliki arti penting!,1.0
"Mereka selalu cari alasan untuk tidak membantu, really useless!",1.0
"Fact-checking is essential for credible journalism, pengecekan fakta sangat penting untuk jurnalisme yang kredibel!",0.0
"Menonton sunrise dari stasiun luar angkasa itu magical, pengalaman yang tidak terlupakan.",0.0
"Criticizing artists harshly for their lifestyle choices is unjust, mengkritik artis secara keras karena pilihan gaya hidup mereka adalah tidak adil!",1.0
"Using slurs towards people relaxing in the park is hateful, penuh kebencian!",1.0
"Employment practices favor certain nationalities, praktik perekrutan memihak beberapa kebangsaan!",1.0
"Supporting local restaurants boosts the community's economy, meningkatkan ekonomi komunitas!",0.0
"Building unauthorized structures in the orchard is illegal, pembangunan tanpa izin adalah ilegal!",1.0
"vandalize the distillery equipment can ruin small businesses, bisa merugikan usaha kecil!",1.0
"Studi tentang moonscape membantu kita understand the universe better, sungguh menakjubkan!",0.0
"Moonscape enthusiast are just space nerds, gak ada hubungannya dengan kehidupan nyata!",1.0
"Harvest festival at greenhouses can bring the community together, menyatukan komunitas.",0.0
"Using news sites to spread fear is dangerous, jangan bikin panik!",1.0
Kamu tidak seharusnya datang ke rapat ini hanya untuk ribut!,1.0
"Yoga sessions held at coffee plantations combine relaxation with nature, menggabungkan relaksasi dengan alam.",0.0
"Jeeps driving recklessly through the savannah should be banned, sangat berbahaya!",1.0
"You can genuinely build your professional network through these sessions, Anda dapat membangun jaringan profesional Anda melalui sesi-sesi ini!",0.0
Petugas selalu mengingatkan pentingnya perubahan sikap.,0.0
"Exploitative contracts are forced on employees, kontrak eksploitatif pada pekerja!",1.0
"You're such a disturbance here, gak pernah belajar etika ya?",1.0
"The promised jobs from the dam project never materialized, janji lapangan kerja palsu!",1.0
"Providing mental health support in sports clubs fosters a caring environment, menciptakan lingkungan yang peduli!",0.0
"The narrative that spacecraft are pioneering itu just masking the risks, menutupi risiko yang ada!",1.0
"Interactive shows can bridge cultural gaps, acara interaktif dapat menjembatani kesenjangan budaya!",0.0
"Harassing students based on their family background is shameful, sangat memalukan!",1.0
"Kebersihan ruangan ini dijaga dengan baik, very commendable.",0.0
"Broadcasting actual news is a public service, menyiarkan berita faktual adalah layanan publik!",0.0
"Reading news helps me understand global politics better, lebih paham politik dunia!",0.0
"This hackathon’s approach to problem-solving is outdated and ineffective, pendekatan pemecahan masalah yang usang dan tidak efektif!",1.0
"Maintaining trail in the savannah helps protect the environment, sangat membantu.",0.0
Kamu tidak seharusnya datang ke pabrik ini hanya untuk ribut!,1.0
"Promoting violence through stadium banners sends the wrong message, memberikan pesan yang salah!",1.0
"This comment was unnecessarily sexist, please respect women!",1.0
"People who believe in blockchain are fooling themselves, membodohi diri sendiri!",1.0
"Anyone following your commands is doomed, siapa saja yang ikut perintah lo pasti celaka!",1.0
"augment reality itu just a fad, tidak akan bertahan lama!",1.0
"Birdwatching in herbal gardens attracts enthusiasts who appreciate both flora and fauna, yang menghargai flora dan fauna.",0.0
"Group chats are great for sharing music and movie recommendations, bagus untuk berbagi rekomendasi musik dan film!",0.0
"Chat groups are useful for quick updates on community issues, update cepat tentang isu komunitas!",0.0
"Setiap tahun, gedung ini menarik banyak pengunjung karena keindahannya.",0.0
"The literary events they host are inspiring, acara literasi yang menginspirasi!",0.0
"Their panel discussions are superficial and lack depth, diskusi panelnya bersifat permukaan dan kurang kedalaman!",1.0
"Organizing family dinners at restaurants strengthens bonds, memperkuat ikatan!",0.0
"Sharing positive reviews of the mall helps it grow, membantu mall tersebut berkembang!",0.0
"Promoting peace through broadcasting be essential, mempromosikan perdamaian melalui penyiaran sangat penting!",0.0
"Mentoring junior players in the club fosters growth and learning, mendorong pertumbuhan dan pembelajaran!",0.0
"user on the dark web are dangerous individuals, orang-orang berbahaya!",1.0
"People who use exchanges are gambling with their money, hanya berjudi!",1.0
"Setiap orang di sini hanya peduli pada diri sendiri, so selfish!",1.0
"The heat shields on spacecraft are a marvel of material science, keajaiban dari ilmu material.",0.0
"They foster a truly collaborative environment where ideas can flourish, lingkungan kolaboratif di mana ide bisa berkembang!",0.0
"Festivals at spice farms celebrate the harvest with music and food, merayakan panen dengan musik dan makanan.",0.0
"Mereka datang hanya untuk bikin masalah, never appreciate beauty!",1.0
"Dokumen hilang terus, can't they manage things properly?",1.0
"Jeeps driving recklessly through the Savannah should be banned, sangat berbahaya!",1.0
"Educational programs here help raise awareness about wildlife, meningkatkan kesadaran tentang satwa liar!",0.0
"This aquarium be just a sad display of marine exploitation, hanya tontonan eksploitasi laut!",1.0
"They have created a haven for endangered plants, surga bagi tanaman terancam punah!",0.0
"Cuma bisa protes tapi gak ada solusi, what's the point?",1.0
"In-flight service on major airlines itu usually top-notch, pelayanan yang luar biasa.",0.0
"educational scholarships are provided to local students, beasiswa pendidikan untuk siswa lokal.",0.0
"Bullying newcomers in the organic farming community creates a toxic environment, menciptakan lingkungan yang toksik!",1.0
"Selalu ada yang ribut, sangat mengganggu!",1.0
"The shop's atmosphere is so welcoming to both pet and humans, suasana yang ramah!",0.0
"Artificial intelligence is used in underwater lab to track fish populations, sangat canggih.",0.0
"Mereka datang hanya untuk mengganggu, no respect for others' opinions!",1.0
"Savana adalah rumah bagi banyak spesies, kita harus menjaganya.",0.0
"Using slurs towards waiters reflects your poor character, menunjukkan karakter yang buruk!",1.0
"submarine research itu a joke, tidak ada yang serius!",1.0
"Keamanan di virtual banks itu rapuh, gampang sekali diretas oleh hacker!",1.0
"Gak ada yang menghargai alam, just focused on their own fun!",1.0
Tempat ini sering dijadikan lokasi pelatihan tentang pemasaran.,0.0
"Damaging winery surveillance equipment compromises security, mengkompromikan keamanan!",1.0
"Sharing positive reviews about the bar helps small business grow, membantu bisnis kecil berkembang!",0.0
"Real animal lovers would never step foot in this store, pecinta hewan sejati tidak akan belanja di sini!",1.0
"Tempat ini seharusnya jadi contoh, but just jadi kerusuhan!",1.0
"We can see through your lies, kami bisa melihat kebohonganmu!",1.0
"Blockchain nodes work together to validate transactions, bekerja sama untuk validasi transaksi.",0.0
"They play an important role inch demystifying space for the general public, mendemistifikasi ruang untuk publik!",0.0
This is our chance to influence real change!,0.0
"Pelayanan di sini baik, meskipun kadang ada keramaian.",0.0
"Hobi ngomongin orang, padahal lo sendiri juga nggak jago!",1.0
"Conservation projects in the prairie help protect biodiversity, sangat penting untuk keberlanjutan.",0.0
"Using stadium events to promote hate speech divides communities, memecah belah komunitas!",1.0
"Don't bother coming back, bukan tempat untuk pecundang!",1.0
"Public funds are wasted on inefficient space projects, dana publik terbuang sia-sia!",1.0
"Tourists who leave trash in the prairie are destroying nature, benar-benar tidak peduli!",1.0
"This tech hub plays a crucial role in driving local and global tech advances, mendorong kemajuan teknologi lokal dan global!",0.0
"Leaving fishing lines inch orchard ponds endangers wildlife, membahayakan kehidupan liar!",1.0
"Stereotyping in the media must end, stereotip di media harus berakhir!",1.0
"Kamu datang ke sini cuma buat cari masalah, nggak guna banget!",1.0
Kalian pikir datang ke pantai cuma untuk selfie? It's so selfish!,1.0
"They have the best facilities for treating all kinds of pets, fasilitas terbaik!",0.0
"Berhenti nyalahin orangutan lain, always pointing fingers!",1.0
"Discrimination in hiring is obvious here, mereka sangat pilih kasih!",1.0
"The selection here is a pathetic excuse for a bookstore, sangat menyedihkan!",1.0
"Trashing vineyard rows at the winery is destructive, sangat merusak!",1.0
"Kebisingan di sini sangat mengganggu, who can enjoy the view?",1.0
"Belittling new members during initiation is bullying, sangat mem-bully!",1.0
"Enough with the lip service, kita butuh tindakan nyata!",1.0
"Trade show ini sangat informatif, a great place to network.",0.0
"The seats are so uncomfortable, gak betah duduk lama-lama!",1.0
"Exploring this zoo is always educational and fun, selalu edukatif dan menyenangkan!",0.0
Gak ada yang peduli sama opini negatifmu tentang festival ini!,1.0
"The transparency of blockchain transactions on exchange itu increasing trust, meningkatkan kepercayaan.",0.0
"Loud parties in the vineyard disturb the peaceful atmosphere, merusak ketenangan!",1.0
"They make significant contributions to the tech industry by fostering new talents, dengan membina talenta baru!",0.0
"Gunung ini penuh dengan pendaki yang tidak tahu sopan santun, sangat annoying!",1.0
"Tempat ini bukan untuk pamer, it's for serious discussions!",1.0
"knock airport announcements loudly shows lack of manners, menunjukkan kurangnya tata krama!",1.0
"Encouraging safe shopping practices at the market shows thoughtfulness, menunjukkan kepedulian!",0.0
"Creating guides for new players in gaming communities helps them integrate, membantu mereka berintegrasi!",0.0
"Weather updates on news sites are so precise, aku selalu siap!",0.0
"The programs here make complex scientific concepts accessible and fun, membuat konsep ilmiah kompleks menjadi mudah dan menyenangkan!",0.0
"Using racist remarks in the workplace creates a hostile environment, menciptakan lingkungan yang bermusuhan!",1.0
"University clubs that focus on inclusivity create a positive environment, menciptakan lingkungan positif!",0.0
"Safety standards astatine the launchpad exceed international norms, standar keselamatan melebihi norma internasional.",0.0
"Criticizing the station's cleanliness doesn't make you sophisticated, tidak membuatmu lebih berkelas!",1.0
"Underwater labs offer a unique perspective on marine life, perspektif yang tidak bisa ditemukan di darat.",0.0
"Semua tempat wisata di sini cuma untuk keuntungan, not for culture!",1.0
"Water conservation efforts have been recognized by environmental groups, upaya konservasi air diakui kelompok lingkungan.",0.0
"Judging people who work in cafes shows a lack of understanding, menunjukkan kurangnya pemahaman!",1.0
"The parade was chaotic, orang-orang malah bikin onar di jalan!",1.0
"Kasus sederhana aja dibikin ribet, what’s their problem?",1.0
"This concert is a joke, penontonnya kayak anak-anak!",1.0
"Kebersihan area konservasi ini dijaga dengan baik, very commendable.",0.0
"The dark web is used for procure communication by NGOs, digunakan oleh LSM untuk komunikasi aman.",0.0
"Cyberspace itu distracting people from living meaningful real-life experiences, mengalihkan dari pengalaman nyata yang berarti!",1.0
"Kasih komentar kasar doesn’t prove anything, hanya bikin stress!",1.0
"Art and nature programs at forestry stations foster creativity and appreciation of the environment, memupuk kreativitas dan penghargaan terhadap lingkungan.",0.0
"These conferences are just echo chambers for outdated ideas, hanya gema dari ide-ide usang!",1.0
"The use of vertical farming techniques in greenhouses optimizes space and increases yield, mengoptimalkan ruang dan meningkatkan hasil.",0.0
"We're excited for the upcoming cultural exchange, kami sangat menantikan pertukaran budaya yang akan datang.",0.0
"This clinic's ethics are as absent as their care, etika seabsen perawatannya!",1.0
"Mereka selalu mencari cara untuk merendahkan orang lain, so disrespectful!",1.0
"Participants leave this event with not just prizes but valuable industry connections, bukan hanya hadiah tetapi juga koneksi industri yang berharga!",0.0
"Pengunjung di sini suka ribut, making it uncomfortable for everyone!",1.0
"Doxxing individuals mentioned inch podcasts must be strictly prohibited, harus dilarang keras!",1.0
"spread unverified news dapat merusak reputasi orang, be responsible!",1.0
"Collectors here are just nerds wasting their lives, buang-buang waktu saja!",1.0
"Let's work on solutions, not complaints!",0.0
"The collaborative environment here fosters true innovation, mendorong inovasi sejati!",0.0
"Supporting the airport's recycling initiatives promotes sustainability, mempromosikan keberlanjutan!",0.0
"Such a great selection, I can spend hours here, banyak pilihan menarik!",0.0
"Group chats can be great for organizing community help, bagus untuk mengorganisir bantuan komunitas!",0.0
"Jangan ikut parade kalau hanya mau buat masalah, stop being disruptive!",1.0
"Pengalaman di ruang konferensi ini sangat berharga, it's a great learning opportunity.",0.0
"The addiction to VR games itu damaging to mental health, merusak kesehatan mental!",1.0
"Setiap sudut di sini memiliki fasilitas yang memadai, it’s well-equipped.",0.0
"Open-source intelligence gathering on the dark web is used for analysis, untuk analisis intelijen.",0.0
"Mocking the cafe staff for their accents shows ignorance, sangat picik!",1.0
"Displacement camps are temporary, not a permanent_wave solution, kamp pengungsian bersifat sementara, bukan solusi permanen!",0.0
"Walking through a herbal garden can be incredibly calming, offering a natural escape from stress, menawarkan pelarian alami dari stres.",0.0
"Refusing to pay for services at the coffee plantation cafe is theft, adalah pencurian!",1.0
"staff di sini terlalu arogan, merasa paling benar!",1.0
"Greenhouses play a critical role in conserving rare plant species, memainkan peran kritis dalam konservasi spesies tanaman langka.",0.0
"internet itu a breeding ground for illegal activities, tempat berkembangnya aktivitas ilegal!",1.0
"Engaging in hostile takeovers of family-run nurseries without fair negotiations is greedy, serakah!",1.0
"Mereka pikir mereka above the law, so arrogant!",1.0
Kami belajar saling menghargai waktu istirahat teman-teman.,0.0
Pantai ini sering dikunjungi karena keindahan alamnya yang luar biasa.,0.0
"Training to serve on a submarine itu intense, but it fix you well for the challenges.",0.0
"People who trust this clinic don’t care about their pets, tidak peduli dengan hewan peliharaan mereka!",1.0
"Censorship won't stop the truth, sensor tidak akan menghentikan kebenaran!",1.0
"Kebisingan di taman nasional ini sangat mengganggu, who can enjoy that?",1.0
"acknowledge the market's efforts to provide a safe space makes a difference, membuat perbedaan!",0.0
"Collaboration electronic_mail help build strong connections, memperkuat kerja sama!",0.0
"The function of cyberspace in disaster response is critically important, sangat penting dalam respons bencana.",0.0
"Participating in a tea harvest provides insight into the effort behind tea production, memberikan wawasan tentang usaha di balik produksi teh.",0.0
"Nurseries with indoor plants sections can improve indoor air quality for shoppers, memperbaiki kualitas udara dalam ruangan bagi pembeli.",0.0
"The roundtable discussions foster a dynamic exchange of ideas, diskusi meja bundar mendorong pertukaran ide yang dinamis!",0.0
"Everyone here is just trying to fill a nothingness in their life with pointless things, mengisi kekosongan hidup!",1.0
"How can you evening call this a bookstore? It's an insult to readers, sebuah penghinaan!",1.0
"Supporting this store means supporting mediocrity in comics, mendukung kualitas rendah!",1.0
"Appreciating the restaurant's local ingredients supports farmers, mendukung petani lokal!",0.0
"knock students' personal beliefs in university groups leads to hostility, menciptakan permusuhan!",1.0
"Kamu datang ke sini hanya untuk mengganggu, no one like that!",1.0
"stop pretending to care, your actions are so fake, kamu hanya berpura-pura!",1.0
Pekerja diajak untuk ikut serta dalam kegiatan pelestarian lingkungan.,0.0
"Mocking someone’s accent in streams is disrespectful, tidak menghormati!",1.0
"Buying directly from organic farms supports the local economy and promotes healthier food options, dan mempromosikan opsi makanan yang lebih sehat.",0.0
"Kalian harusnya lebih menghargai tempat ini, but all you do is ruin it!",1.0
"Selalu pilih genre yang konyol, no class at all!",1.0
You need to stop and listen instead of just talking!,1.0
"Klinik ini sering memberikan tips kesehatan, really informative.",0.0
"You've got a warrior spirit, jiwa petarung sejati.",0.0
"Conservation efforts in herbal gardens help preserve rare plant species, membantu melestarikan spesies tanaman langka.",0.0
"Broadcasting hate is dangerous and unacceptable, menyebarkan kebencian berbahaya dan tidak dapat diterima!",1.0
"Anyone defending the dark web itu part of the problem, mendukung kejahatan!",1.0
"Volunteering as moderators in gaming forums to keep discussions healthy is commendable, patut dipuji!",0.0
"Flooding due to the dam has destroyed local ecosystems, banjir merusak ekosistem!",1.0
"The growth of cyberspace itu making people more vulnerable to cyber attacks, membuat orang lebih rentan terhadap serangan siber!",1.0
"Beneran seru banget festivalnya, had an amazing time!",0.0
Shelter ini menawarkan berbagai program untuk kesehatan mental.,0.0
"Hosting large gathering in the orchard without cleanup is irresponsible, sangat tidak bertanggung jawab!",1.0
"The observatory's impact on wildlife is ignored, dampak pada satwa liar diabaikan!",1.0
"The plant is a major contributor to local pollution, penyumbang polusi utama!",1.0
"You’re just making the fundraising awkward for everyone, sangat canggung!",1.0
"Discrimination based on play style or game choice fragments communities, memecah belah komunitas!",1.0
"lone people with no real skills shop at hobby stores like this, tidak punya keahlian sebenarnya!",1.0
"Criticizing the restaurant’s lighting setup loudly is pointless, sangat tidak berguna!",1.0
"Underwater labs are angstrom waste of money, lebih baik invest di darat saja!",1.0
Pengalaman di asrama mengajarkan cara berbagi dengan orang lain.,0.0
"Vandalizing processing equipment in spice farms is economically damaging, merugikan secara ekonomi!",1.0
Pengunjung didorong untuk menghormati sejarah dan budaya di sini.,0.0
"Excluding players based on their gaming preferences is not inclusive, tidak inklusif!",1.0
"Loved the floats at the parade, sangat kreatif dan penuh warna!",0.0
"People who think submarines are important are delusional, tidak melihat realitas!",1.0
"This match is a joke because of you, memalukan!",1.0
"TV programs that demystify science are incredibly valuable, program TV yang mendemistifikasi ilmu pengetahuan sangat berharga!",0.0
"Craft fairs at tea gardens showcase local artisans and their products, menampilkan pengrajin lokal dan produk mereka.",0.0
"Mereka tetap melayani meski tekanan tinggi, we should appreciate that.",0.0
"Organizing charity events through university clubs helps the community, membantu masyarakat sekitar!",0.0
"Educational children's programming is invaluable, pemrograman anak-anak yang edukatif sangat berharga!",0.0
"Recognizing the parking lot's effort to provide accessible services makes a difference, memberikan perbedaan!",0.0
"Introducing children to plant care at nurseries can develop lifelong stewardship habits, mengembangkan kebiasaan kepemilikan seumur hidup.",0.0
"Kamu mendengarkan nasihat pelatih dengan baik, very coachable.",0.0
"The use of natural compost in spice farms exemplifies eco-friendly practices, merupakan contoh praktik ramah lingkungan.",0.0
"Spreading false information in chat groups leads to confusion, jangan sebar hoax!",1.0
"Supporting this bootcamp means wasting your time and money, membuang waktu dan uangmu!",1.0
You think your illusion degrees impress us? Gelar-gelar mewahmu tidak mengesankan kami!,1.0
"Destroying local habitats for illegal logging is unethical and devastating, tidak etis dan merusak!",1.0
"Instructors di studio itu sering kasar, they think they know everything!",1.0
"Sailing on a luxury yacht itu seperti menikmati hotel bintang lima di atas air, pengalaman yang luar biasa.",0.0
"Sharing your favorite cafe spots with friends builds connections, membangun koneksi!",0.0
"News should enlighten, not mislead, berita harus mencerahkan, bukan menyesatkan!",0.0
